State,City,Locations,Courts
Florida,Ormond Beach,4,15
Florida,Ruskin,4,12
Florida,Winter Haven,4,13
Florida,Hialeah,4,20
Florida,Oxford,4,12
Florida,Lutz,4,8
Florida,Oldsmar,4,23
Florida,Lake Placid,4,9
Florida,Fort Myers Beach,4,24
Florida,Seminole,4,25
Florida,Panama City,4,12
Florida,Okeechobee,3,18
Florida,Coral Springs,3,26
Florida,Pinellas Park,3,4
Florida,Tavares,3,10
Florida,Palatka,3,25
Florida,Madison,3,9
Florida,Port Orange,3,19
Florida,Land O' Lakes,3,26
Florida,Sun City Center,3,20
Florida,Spring Hill,3,12
Florida,Oakland Park,3,9
Florida,St. Cloud,3,17
Florida,Davenport,3,13
Florida,Green Cove Springs,3,15
Florida,Mount Dora,3,15
Florida,Plant City,3,9
Florida,Parkland,3,13
Florida,Mims,3,13
Florida,Maitland,3,8
Florida,Atlantic Beach,3,11
Florida,Port Richey,3,11
Florida,Royal Palm Beach,3,10
Florida,Keystone Heights,3,9
Florida,Satellite Beach,3,2
Florida,Altamonte Springs,3,15
Florida,Lithia,3,9
Florida,Niceville,3,17
Florida,Winter Springs,3,26
Florida,Sanford,3,15
Florida,Big Pine Key,3,7
Florida,Beverly Hills,2,10
Florida,Homestead,2,4
Florida,Palm Beach,2,14
Florida,Hallandale Beach,2,5
Florida,Marianna,2,9
Florida,Doral,2,10
Florida,Hudson,2,11
Florida,New Port Richey,2,12
Florida,Flagler Beach,2,4
Florida,Lake Hart,2,8
Florida,Bunnell,2,6
Florida,Crawfordville,2,4
Florida,Melbourne Beach,2,10
Florida,Apollo Beach,2,8
Florida,Tamarac,2,18
Florida,Monticello,2,7
Florida,Winter Garden,2,12
Florida,Bradenton Beach,2,3
Florida,Jacksonville Beach,2,5
Florida,Mexico Beach,2,8
Florida,Carrabelle,2,10
Florida,Neptune Beach,2,12
Florida,Longboat Key,2,9
Florida,Belle Isle,2,5
Florida,Palm City,2,14
Florida,Brandon,2,12
Florida,St. Cloud,2,11
Florida,Avon Park,2,4
Florida,Gulf Breeze,2,7
Florida,Hobe Sound,2,12
Florida,Crestview,2,8
Florida,Palm Springs,2,10
Florida,Greenacres,2,5
Florida,Freeport,2,6
Florida,DeLand,2,12
Florida,Wilton Manors,2,9
Florida,Port St. Joe,2,8
Florida,Marco Island,2,23
Florida,Seffner,2,10
Florida,Rockledge,2,8
Florida,West Melbourne,2,5
Florida,Pinecrest,2,8
Florida,Surfside,2,4
Florida,Longwood,2,14
Florida,Riverview,2,4
Florida,Palmetto Bay,2,4
Florida,Crescent City,2,6
Florida,Ave Maria,2,22
Florida,Key West,2,18
Florida,Islamorada,2,7
Florida,Safety Harbor,2,9
Florida,Dunnellon,2,5
Florida,Navarre,2,3
Florida,Lake City,1,8
Florida,Wauchula,1,2
Florida,Nocatee,1,3
Florida,Indian Rocks Beach,1,8
Florida,St. Augustine South,1,8
Florida,Casselberry,1,1
Florida,Ocoee,1,7
Florida,St. Pete Beach,1,3
Florida,Bowling Green,1,2
Florida,Wimauma,1,7
Florida,Sun Valley,1,3
Florida,South Miami,1,1
Florida,Webster,1,12
Florida,Yulee,1,8
Florida,Lake Worth Beach,1,6
Florida,Tequesta,1,6
Florida,Alachua,1,6
Florida,Haines City,1,5
Florida,Eustis,1,6
Florida,Alford,1,1
Florida,Treasure Island,1,5
Florida,Ojus,1,4
Florida,Royal Palm Isles,1,2
Florida,Plantation,1,17
Florida,Cutler Bay,1,6
Florida,Belleair Beach,1,2
Florida,Welaka,1,3
Florida,Manatee Road,1,2
Florida,Anna Maria,1,6
Florida,Osprey,1,2
Florida,Tierra Verde,1,4
Florida,Holly Hill,1,49
Florida,DeBary,1,2
Florida,Cleveland,1,12
Florida,Riviera Beach,1,2
Florida,Miami Springs,1,4
Florida,Layton,1,1
Florida,College Park,1,2
Florida,Live Oak,1,6
Florida,World Golf Village,1,2
Florida,Lake Park,1,8
Florida,Valparaiso,1,6
Florida,St. Pete Beach,1,3
Florida,Homestead Base,1,5
Florida,Holmes Beach,1,2
Florida,Holiday,1,6
Florida,Florahome,1,2
Florida,Jensen Beach,1,4
Florida,Milton,1,6
Florida,Hernando,1,8
Florida,Lake Alfred,1,2
Florida,Middleton,1,2
Florida,Weeki Wachee,1,3
Florida,Inverness,1,3
Florida,Valrico,1,2
Florida,Montverde,1,4
Florida,Bal Harbour,1,4
Florida,Clewiston,1,4
Florida,Piney Point,1,3
Florida,Parrish,1,8
Florida,Fruit Cove,1,6
Florida,Ponte Vedra,1,3
Florida,Fort Denaud,1,8
Florida,High Springs,1,4
Florida,Lauderhill,1,4
Florida,Moore Haven,1,6
Florida,Lynn Haven,1,10
Florida,Conrock,1,6
Florida,Homosassa,1,4
Florida,Belleair,1,3
Florida,Donner,1,0
Florida,Indian Harbour Beach,1,2
Florida,Zellwood,1,4
Florida,Lake Panasoffkee,1,2
Florida,Cape Canaveral,1,6
Florida,Middleburg,1,2
Florida,Port St. Joe,1,4
Florida,Pomona Park,1,1
Florida,Alva,1,4
Florida,Weirsdale,1,4
Florida,Ponce Inlet,1,4
Florida,St. George Island,1,1
Florida,Bartow,1,12
Florida,Trinity,1,4
Florida,Odessa,1,4
Florida,North Miami,1,2
Florida,Miami Lakes,1,4
Florida,Sunbeam,1,3
Florida,Starke,1,1
Florida,DeFuniak Springs,1,2
Florida,Rotonda,1,8
Florida,Belleview,1,2
Florida,Davie,1,6
Florida,Temple Terrace,1,6
Florida,Pebble Creek,1,3
Florida,Orange Home,1,6
Florida,Williston,1,4
Florida,North River Shores,1,6
Florida,Apopka,1,9
Florida,Miami Shores,1,6
Florida,Lighthouse Point,1,4
Florida,Cedar Key,1,2
Florida,Marathon,1,8
Florida,Lake Buena Vista,1,1
Florida,Indiantown,1,1
Florida,Lantana,1,2
Florida,Westlake,1,8
Florida,East Naples,1,12
Florida,Deltona,1,4
Florida,Key Biscayne,1,4
Florida,Brickell Hammock,1,1
Florida,Fort McCoy,1,4
Florida,Perry,1,2
Florida,Cypress Lake,1,2
Florida,LaBelle,1,1
Florida,Gibsonton,1,3
Florida,Fleming Island,1,2
Florida,Auburndale,1,8
Florida,Ferry Pass,1,7
Florida,South Daytona,1,2
Florida,Acline,1,3
Florida,Windermere,1,2
Florida,Indian River Shores,1,6
Florida,Edgewater,1,4
Florida,Inglis,1,2
Florida,Citrus Springs,1,1
Florida,Sunrise,1,10
Florida,Connerton,1,6
Florida,North Redington Beach,1,2
Florida,Aventura,1,5
Florida,Key Colony Beach,1,4
Florida,Lakewood Ranch,1,4
Florida,San Antonio,1,2
Florida,Sampson,1,3
Florida,Callaway,1,2
Florida,Margate,1,4
Georgia,Atlanta,44,193
Georgia,Marietta,16,56
Georgia,Alpharetta,11,41
Georgia,Athens,11,56
Georgia,Augusta,11,54
Georgia,Savannah,11,66
Georgia,Canton,10,44
Georgia,Cumming,9,36
Georgia,Suwanee,9,38
Georgia,Brunswick,7,24
Georgia,Carrollton,7,21
Georgia,Cartersville,7,34
Georgia,Macon,7,125
Georgia,Roswell,7,36
Georgia,Columbus,6,19
Georgia,Decatur,6,27
Georgia,Sandy Springs,6,35
Georgia,Duluth,5,25
Georgia,Gainesville,5,25
Georgia,Kennesaw,5,23
Georgia,Powder Springs,5,12
Georgia,Rome,5,34
Georgia,Stockbridge,5,18
Georgia,Thomasville,5,21
Georgia,United States,5,33
Georgia,Valdosta,5,27
Georgia,Woodstock,5,22
Georgia,Acworth,4,12
Georgia,Albany,4,13
Georgia,Dahlonega,4,16
Georgia,Dublin,4,23
Georgia,Eatonton,4,14
Georgia,Greensboro,4,32
Georgia,Johns Creek,4,11
Georgia,Lawrenceville,4,20
Georgia,Moultrie,4,32
Georgia,Peachtree City,4,16
Georgia,Tybee Island,4,8
Georgia,Bainbridge,3,22
Georgia,Bogart,3,16
Georgia,Covington,3,16
Georgia,Dacula,3,20
Georgia,Douglasville,3,10
Georgia,Dunwoody,3,14
Georgia,Ellijay,3,21
Georgia,Evans,3,10
Georgia,Fayetteville,3,6
Georgia,Griffin,3,47
Georgia,Hephzibah,3,6
Georgia,Jasper,3,17
Georgia,Loganville,3,15
Georgia,Martinez,3,12
Georgia,Monroe,3,11
Georgia,Newnan,3,20
Georgia,Norcross,3,34
Georgia,Pooler,3,8
Georgia,Saint Simons Island,3,7
Georgia,Stone Mountain,3,9
Georgia,Villa Rica,3,16
Georgia,Warner Robins,3,8
Georgia,Bishop,2,7
Georgia,Blue Ridge,2,14
Georgia,Buford,2,25
Georgia,Clarkesville,2,18
Georgia,Dallas,2,8
Georgia,Dalton,2,26
Georgia,Dawsonville,2,6
Georgia,East Point,2,12
Georgia,Flowery Branch,2,9
Georgia,Hartwell,2,16
Georgia,Hiawassee,2,18
Georgia,Hillside Cottages,2,6
Georgia,Hoschton,2,29
Georgia,Jefferson,2,8
Georgia,Jonesboro,2,9
Georgia,Kingsland,2,11
Georgia,LaFayette,2,6
Georgia,LaGrange,2,16
Georgia,Ringgold,2,11
Georgia,Smyrna,2,8
Georgia,Statesboro,2,16
Georgia,Stonecrest,2,9
Georgia,St. Simons Island,2,12
Georgia,Sugar Hill,2,10
Georgia,Thomson,2,7
Georgia,Tifton,2,14
Georgia,Tyrone,2,12
Georgia,Watkinsville,2,10
Georgia,Waycross,2,4
Georgia,Waynesboro,2,12
Georgia,Winder,2,9
Georgia,Woodbine,2,2
Georgia,Adairsville,1,1
Georgia,Alma,1,2
Georgia,Avondale Estates,1,4
Georgia,Ball Ground,1,4
Georgia,Bethlehem,1,3
Georgia,Between,1,4
Georgia,Big Creek,1,4
Georgia,Blairsville,1,8
Georgia,Bona Bella,1,3
Georgia,Bonaire,1,12
Georgia,Braselton,1,4
Georgia,Brookhaven,1,2
Georgia,Brownsville,1,3
Georgia,Calhoun,1,8
Georgia,Cataula,1,2
Georgia,Chamblee,1,3
Georgia,Chatsworth,1,4
Georgia,Chestatee,1,4
Georgia,Clarkston,1,4
Georgia,Cleveland,1,9
Georgia,Coal Mountain,1,1
Georgia,Cochran,1,13
Georgia,College Park,1,4
Georgia,Conyers,1,1
Georgia,Darien,1,3
Georgia,Davisboro,1,1
Georgia,Dillard,1,3
Georgia,Doraville,1,4
Georgia,Douglas,1,2
Georgia,Dudley,1,3
Georgia,Ellaville,1,2
Georgia,Emerson,1,0
Georgia,Euharlee,1,8
Georgia,Five Forks,1,2
Georgia,Fort Oglethorpe,1,12
Georgia,Glennville,1,2
Georgia,Gray,1,14
Georgia,Grayson,1,3
Georgia,Grovetown,1,3
Georgia,Hamilton,1,6
Georgia,Hampton,1,3
Georgia,Hapeville,1,2
Georgia,Harlem,1,2
Georgia,Hoboken,1,0
Georgia,Jesup,1,2
Georgia,Lilburn,1,4
Georgia,Lindale,1,2
Georgia,Mableton,1,2
Georgia,Madison,1,6
Georgia,McDonough,1,4
Georgia,Milledgeville,1,20
Georgia,Milton,1,7
Georgia,Monticello,1,6
Georgia,Mount Berry,1,8
Georgia,Oakwood,1,4
Georgia,Patterson,1,2
Georgia,Peachtree Corners,1,8
Georgia,Perry,1,4
Georgia,Reynolds,1,2
Georgia,Riverdale,1,0
Georgia,Rockmart,1,3
Georgia,Rutledge,1,2
Georgia,Spout Spring Crossroads,1,9
Georgia,Springfield,1,2
Georgia,Statham,1,4
Georgia,Swainsboro,1,4
Georgia,Sylvania,1,2
Georgia,Thomaston,1,4
Georgia,Thompsons Mill,1,6
Georgia,Tiger,1,9
Georgia,Toccoa,1,9
Georgia,Trenton,1,2
Georgia,Tucker,1,6
Georgia,Vidalia,1,4
Georgia,Waleska,1,5
Georgia,Warm Springs,1,2
Georgia,Winterville,1,2
Georgia,Wrens,1,0
Georgia,Young Harris,1,3
Hawaii,Honolulu,29,91
Hawaii,Koloa,9,36
Hawaii,Ewa Beach,5,18
Hawaii,Hilo,5,19
Hawaii,Lahaina,5,18
Hawaii,Waimea,4,18
Hawaii,Waipahu,4,5
Hawaii,Aiea,3,9
Hawaii,Kailua,3,15
Hawaii,Kailua-Kona,3,45
Hawaii,Kalaoa,3,7
Hawaii,Mililani,3,13
Hawaii,Kahuku,2,7
Hawaii,Kalaheo,2,8
Hawaii,Kapaa,2,5
Hawaii,Kapolei,2,3
Hawaii,Kihei,2,8
Hawaii,Kula,2,6
Hawaii,Lanai City,2,6
Hawaii,Lihue,2,7
Hawaii,Haleiwa,1,2
Hawaii,Hanalei,1,2
Hawaii,Hanapepe,1,4
Hawaii,Honokaa,1,4
Hawaii,Kahului,1,3
Hawaii,Kaneohe,1,2
Hawaii,Kapaau,1,2
Hawaii,Kaunakakai,1,2
Hawaii,Kekaha,1,4
Hawaii,Kilauea,1,3
Hawaii,Makawao,1,3
Hawaii,Maunaloa,1,2
Hawaii,Mountain View,1,2
Hawaii,Paia,1,6
Hawaii,Pearl City,1,1
Hawaii,Princeville,1,6
Hawaii,Schofield Barracks,1,4
Hawaii,WaiÊ»aka,1,4
Hawaii,Waialua,1,4
Hawaii,Waikoloa Village,1,4
Hawaii,Waimanalo,1,6
Idaho,Boise,24,87
Idaho,Meridian,12,83
Idaho,Coeur d'Alene,10,50
Idaho,Nampa,10,50
Idaho,Post Falls,7,35
Idaho,McCall,6,19
Idaho,Caldwell,5,15
Idaho,Hailey,5,26
Idaho,Idaho Falls,5,22
Idaho,Pocatello,5,18
Idaho,Bonners Ferry,4,7
Idaho,Lewiston,4,22
Idaho,Sandpoint,4,25
Idaho,Twin Falls,4,20
Idaho,Donnelly,3,11
Idaho,Ketchum,3,19
Idaho,Mountain Home,3,4
Idaho,Rexburg,3,12
Idaho,Cascade,2,3
Idaho,Driggs,2,8
Idaho,Eagle,2,16
Idaho,Filer,2,4
Idaho,Hayden,2,10
Idaho,Middleton,2,7
Idaho,New Meadows,2,7
Idaho,Parma,2,5
Idaho,Rathdrum,2,5
Idaho,Rigby,2,8
Idaho,Rupert,2,12
Idaho,Star,2,10
Idaho,Blanchard,1,6
Idaho,Burley,1,12
Idaho,Chubbuck,1,4
Idaho,Clark Fork,1,0
Idaho,Coolin,1,1
Idaho,Downey,1,2
Idaho,Fruitland,1,2
Idaho,Garden City,1,8
Idaho,Garden Valley,1,3
Idaho,Gooding,1,6
Idaho,Hansen,1,2
Idaho,Hope,1,1
Idaho,Kellogg,1,4
Idaho,Kuna,1,4
Idaho,Lamb Creek,1,1
Idaho,Lava Hot Springs,1,2
Idaho,Marsing,1,2
Idaho,Moscow,1,4
Idaho,North Fork,1,1
Idaho,Ponderay,1,2
Idaho,Salmon,1,2
Idaho,Stanley,1,2
Idaho,Victor,1,1
Illinois,Chicago,66,285
Illinois,Naperville,14,95
Illinois,Northbrook,10,34
Illinois,Skokie,10,36
Illinois,Evanston,9,26
Illinois,Peoria,9,38
Illinois,Arlington Heights,9,33
Illinois,Bloomington,8,34
Illinois,Champaign,8,25
Illinois,Decatur,7,30
Illinois,Springfield,7,52
Illinois,Mount Prospect,6,32
Illinois,Oak Park,6,24
Illinois,Hoffman Estates,6,28
Illinois,United States,6,22
Illinois,Schaumburg,6,30
Illinois,Palatine,6,36
Illinois,Aurora,5,32
Illinois,Normal,5,27
Illinois,Vernon Hills,5,36
Illinois,Rock Island,5,15
Illinois,Edwardsville,5,29
Illinois,Mundelein,5,22
Illinois,Frankfort,5,19
Illinois,Algonquin,5,22
Illinois,Moline,5,22
Illinois,Buffalo Grove,5,20
Illinois,Ottawa,4,13
Illinois,Belleville,4,13
Illinois,St. Charles,4,11
Illinois,Park Ridge,4,19
Illinois,Burr Ridge,4,10
Illinois,Freeport,4,21
Illinois,Prospect Heights,4,11
Illinois,Glenview,4,21
Illinois,Quincy,4,26
Illinois,Libertyville,4,26
Illinois,O'Fallon,4,19
Illinois,Woodridge,4,25
Illinois,Wheaton,4,28
Illinois,Gurnee,4,13
Illinois,Des Plaines,4,23
Illinois,Elburn,3,18
Illinois,Oak Brook,3,11
Illinois,Niles,3,11
Illinois,Crystal Lake,3,11
Illinois,East Moline,3,7
Illinois,Deerfield,3,14
Illinois,Warrenville,3,7
Illinois,Western Springs,3,18
Illinois,Dixon,3,18
Illinois,Lansing,3,12
Illinois,Marion,3,10
Illinois,Woodstock,3,13
Illinois,Savoy,3,10
Illinois,Westmont,3,10
Illinois,Grayslake,3,7
Illinois,Greenville,3,4
Illinois,Elmhurst,3,10
Illinois,Highland Park,3,33
Illinois,Glen Ellyn,3,10
Illinois,Urbana,3,11
Illinois,Riverside,3,7
Illinois,Galesburg,3,13
Illinois,Winfield,3,7
Illinois,Geneseo,3,12
Illinois,Alton,3,10
Illinois,Mattoon,3,11
Illinois,Hinsdale,3,10
Illinois,Mokena,3,15
Illinois,Lindenhurst,3,6
Illinois,Loves Park,3,27
Illinois,Elk Grove Village,3,10
Illinois,Wheeling,3,20
Illinois,Oak Lawn,3,9
Illinois,Huntley,3,15
Illinois,Downers Grove,3,14
Illinois,Lake Bluff,2,13
Illinois,Belvidere,2,9
Illinois,Lake Zurich,2,5
Illinois,West Dundee,2,7
Illinois,Wood Dale,2,7
Illinois,Plainfield,2,15
Illinois,New Lenox,2,6
Illinois,Rockton,2,10
Illinois,Willowbrook,2,13
Illinois,Carlyle,2,7
Illinois,Litchfield,2,4
Illinois,Homer Glen,2,5
Illinois,Palos Heights,2,4
Illinois,Kankakee,2,7
Illinois,Chillicothe,2,6
Illinois,Romeoville,2,7
Illinois,Villa Park,2,10
Illinois,St. Charles,2,9
Illinois,Lombard,2,5
Illinois,Barrington,2,9
Illinois,Silvis,2,4
Illinois,Moweaqua,2,6
Illinois,Medinah,2,5
Illinois,Lena,2,2
Illinois,Morrison,2,8
Illinois,Fairview Heights,2,8
Illinois,McHenry,2,4
Illinois,Westchester,2,6
Illinois,Peru,2,7
Illinois,Carol Stream,2,8
Illinois,Joliet,2,4
Illinois,Hillsboro,2,5
Illinois,Sterling,2,12
Illinois,Morris,2,7
Illinois,Lake Forest,2,10
Illinois,Collinsville,2,8
Illinois,Jacksonville,2,11
Illinois,Elgin,2,13
Illinois,Rockford,2,18
Illinois,Bartlett,2,3
Illinois,Charleston,2,6
Illinois,Montgomery,2,8
Illinois,Rolling Meadows,2,4
Illinois,Morton,2,8
Illinois,DeKalb,2,6
Illinois,La Grange,2,6
Illinois,Glencoe,2,9
Illinois,Columbia,2,7
Illinois,Lockport,2,18
Illinois,Salem,1,2
Illinois,Melrose Park,1,2
Illinois,Shannon,1,1
Illinois,West Salem,1,2
Illinois,Countryside,1,2
Illinois,Dahinda,1,4
Illinois,Bensenville,1,2
Illinois,Vandalia,1,1
Illinois,Fosterburg,1,16
Illinois,Fairfield,1,2
Illinois,Steeleville,1,2
Illinois,Zion,1,4
Illinois,Robinson,1,4
Illinois,Morton Grove,1,4
Illinois,Homewood,1,4
Illinois,Northfield,1,6
Illinois,Darien,1,8
Illinois,Byron,1,6
Illinois,Addison,1,7
Illinois,Streator,1,2
Illinois,Lincolnshire,1,8
Illinois,Venice,1,2
Illinois,Pittsfield,1,3
Illinois,Scott Air Force Base,1,3
Illinois,Pekin,1,18
Illinois,Prophetstown,1,2
Illinois,West Chicago,1,6
Illinois,Mount Carmel,1,6
Illinois,Canton,1,3
Illinois,Winnetka,1,2
Illinois,Carterville,1,3
Illinois,Evergreen Park,1,2
Illinois,Geneva,1,4
Illinois,Olney,1,8
Illinois,Lisle,1,2
Illinois,Mapleton,1,1
Illinois,Rosemont,1,4
Illinois,Cottage Hills,1,3
Illinois,Crest Hill,1,6
Illinois,Cazenovia,1,1
Illinois,Pinckneyville,1,4
Illinois,Villa Grove,1,2
Illinois,Carbondale,1,8
Illinois,Maryville,1,2
Illinois,Sycamore,1,3
Illinois,Macomb,1,2
Illinois,Batavia,1,3
Illinois,Granite City,1,6
Illinois,Streamwood,1,2
Illinois,Union,1,3
Illinois,West Frankfort,1,1
Illinois,Monmouth,1,2
Illinois,Orland Park,1,3
Illinois,Big Rock,1,2
Illinois,Brookfield,1,4
Illinois,Taylorville,1,2
Illinois,Mount Zion,1,2
Illinois,Forest Park,1,6
Illinois,Staunton,1,4
Illinois,Oregon,1,4
Illinois,Hanna City,1,2
Illinois,Du Quoin,1,2
Illinois,Rantoul,1,4
Illinois,Chicago Ridge,1,6
Illinois,Shorewood,1,6
Illinois,Wilmette,1,6
Illinois,Hanover Park,1,10
Illinois,Long Grove,1,2
Illinois,Monticello,1,2
Illinois,Carthage,1,4
Illinois,Winnebago,1,2
Illinois,Washington,1,4
Illinois,Valley View,1,4
Illinois,Metropolis,1,2
Illinois,Murphysboro,1,4
Illinois,North Aurora,1,2
Illinois,Franklin Park,1,3
Illinois,Godfrey,1,8
Illinois,Poplar Grove,1,2
Illinois,Antioch,1,2
Illinois,Centralia,1,6
Illinois,Mackinaw,1,2
Illinois,Riverwoods,1,1
Illinois,Waukegan,1,6
Illinois,Washburn,1,4
Illinois,Troy,1,2
Illinois,Lyndon,1,2
Illinois,Beach Park,1,2
Illinois,Cerro Gordo,1,2
Illinois,Lemont,1,6
Illinois,East Alton,1,3
Illinois,Bellwood,1,2
Illinois,Cherry Valley,1,4
Illinois,East Peoria,1,4
Illinois,Danville,1,2
Illinois,Forest View,1,2
Illinois,South Beloit,1,3
Illinois,Mount Carroll,1,4
Illinois,Havana,1,2
Illinois,Red Bud,1,4
Illinois,Bloomingdale,1,3
Illinois,Crete,1,6
Illinois,Winthrop Harbor,1,4
Illinois,Anna,1,5
Illinois,Rochelle,1,5
Illinois,Sandwich,1,2
Illinois,Bluffs,1,0
Illinois,Lake Barrington,1,12
Illinois,Warrenhurst,1,1
Illinois,Tremont,1,2
Illinois,Coal Valley,1,2
Illinois,Pontiac,1,3
Illinois,West Peoria,1,3
Illinois,New Baden,1,2
Illinois,Hillside,1,3
Illinois,Aledo,1,1
Illinois,Elmwood,1,2
Illinois,Riverton,1,3
Illinois,Williamsville,1,2
Illinois,Hennepin,1,2
Illinois,Carpentersville,1,2
Illinois,Hillsdale,1,2
Illinois,Wauconda,1,2
Illinois,Tinley Park,1,2
Illinois,Palos Park,1,2
Illinois,Harrisburg,1,4
Illinois,Youngsdale,1,3
Illinois,Willow Springs,1,3
Illinois,La Grange Park,1,3
Illinois,Le Roy,1,3
Illinois,Lincoln,1,2
Illinois,Glen Carbon,1,6
Illinois,Stockton,1,1
Illinois,Channahon,1,6
Illinois,Chatham,1,16
Illinois,Clinton,1,6
Illinois,Oakbrook Terrace,1,4
Illinois,Kildeer,1,4
Illinois,South Holland,1,4
Illinois,Lebanon,1,2
Illinois,Galena,1,2
Illinois,Georgetown,1,1
Illinois,Durand,1,2
Illinois,Sesser,1,4
Illinois,Davis,1,6
Indiana,Indianapolis,36,162
Indiana,Fort Wayne,30,144
Indiana,Carmel,11,44
Indiana,Evansville,9,54
Indiana,Lafayette,8,39
Indiana,Bloomington,8,28
Indiana,Fishers,8,43
Indiana,Valparaiso,7,15
Indiana,Anderson,6,25
Indiana,Greenwood,6,43
Indiana,Zionsville,6,20
Indiana,Crown Point,6,17
Indiana,Columbus,6,32
Indiana,Bluffton,5,13
Indiana,Noblesville,5,30
Indiana,Franklin,5,27
Indiana,Muncie,5,10
Indiana,Lebanon,4,27
Indiana,Mishawaka,4,38
Indiana,South Bend,4,22
Indiana,Westfield,4,8
Indiana,Terre Haute,4,33
Indiana,Frankfort,4,14
Indiana,Elkhart,4,14
Indiana,Avon,4,12
Indiana,Shelbyville,4,15
Indiana,Hobart,4,8
Indiana,Syracuse,4,11
Indiana,Whiting,3,8
Indiana,Jeffersonville,3,12
Indiana,West Lafayette,3,16
Indiana,Brownsburg,3,12
Indiana,Marion,3,10
Indiana,Kokomo,3,13
Indiana,Hammond,3,17
Indiana,Greensburg,3,7
Indiana,Richmond,3,13
Indiana,Lawrenceburg,3,4
Indiana,Munster,2,4
Indiana,Clarksville,2,14
Indiana,Sellersburg,2,12
Indiana,Warren,2,5
Indiana,Crawfordsville,2,6
Indiana,Madison,2,9
Indiana,Vincennes,2,8
Indiana,Seymour,2,7
Indiana,La Porte,2,12
Indiana,Griffith,2,10
Indiana,Howe,2,6
Indiana,West Baden Springs,2,6
Indiana,Logansport,2,5
Indiana,Warsaw,2,11
Indiana,Pendleton,2,8
Indiana,Martinsville,2,6
Indiana,Danville,2,8
Indiana,Angola,2,6
Indiana,Brookville,2,14
Indiana,Bristol,2,12
Indiana,Batesville,2,4
Indiana,Whitestown,2,6
Indiana,Winamac,2,8
Indiana,Greenfield,2,8
Indiana,Huntington,2,5
Indiana,Ossian,2,4
Indiana,Jasper,2,12
Indiana,New Albany,2,9
Indiana,Tell City,2,5
Indiana,Plymouth,2,12
Indiana,Plainfield,2,16
Indiana,Silver Lake,1,4
Indiana,Monticello,1,6
Indiana,Michigan City,1,1
Indiana,Cicero,1,7
Indiana,Bremen,1,6
Indiana,Greencastle,1,6
Indiana,Cayuga,1,3
Indiana,Hamilton,1,6
Indiana,Centerville,1,1
Indiana,Frances,1,4
Indiana,Fremont,1,2
Indiana,Tipton,1,3
Indiana,De Motte,1,4
Indiana,Rising Sun,1,5
Indiana,Otterbein,1,1
Indiana,Georgetown,1,1
Indiana,Beech Grove,1,2
Indiana,Huntertown,1,6
Indiana,Kirklin,1,4
Indiana,Bargersville,1,8
Indiana,Greendale,1,1
Indiana,Goshen,1,8
Indiana,Garrett,1,2
Indiana,Middlebury,1,3
Indiana,Elwood,1,3
Indiana,Portage,1,2
Indiana,Vevay,1,3
Indiana,Salem,1,2
Indiana,Yorktown,1,2
Indiana,Nashville,1,2
Indiana,Corydon,1,2
Indiana,United States,1,3
Indiana,Laurel,1,3
Indiana,Connersville,1,8
Indiana,Winfield,1,1
Indiana,New Castle,1,3
Indiana,Sullivan,1,6
Indiana,Aurora,1,3
Indiana,Dyer,1,2
Indiana,North Webster,1,7
Indiana,Lake Station,1,6
Indiana,Ligonier,1,2
Indiana,Pittsboro,1,3
Indiana,Woodburn,1,8
Indiana,Schererville,1,2
Indiana,Emma,1,2
Indiana,Chesterton,1,4
Indiana,Fortville,1,6
Indiana,Portland,1,7
Indiana,Rochester,1,2
Indiana,Granger,1,4
Indiana,Ellettsville,1,3
Indiana,Auburn,1,8
Indiana,North Vernon,1,2
Indiana,Walkerton,1,1
Indiana,Memphis,1,8
Indiana,Linton,1,2
Indiana,Columbia City,1,3
Indiana,Knox,1,6
Indiana,Peru,1,4
Indiana,Union City,1,3
Indiana,Elizabethtown,1,18
Indiana,Wolcottville,1,2
Indiana,New Britton,1,0
Iowa,Des Moines,20,69
Iowa,West Des Moines,13,39
Iowa,Cedar Rapids,12,55
Iowa,Davenport,10,28
Iowa,Ankeny,9,39
Iowa,Council Bluffs,7,19
Iowa,Ames,7,32
Iowa,Bettendorf,6,37
Iowa,Fairfield,5,19
Iowa,Urbandale,4,11
Iowa,Grinnell,4,18
Iowa,Sioux City,4,18
Iowa,Clive,4,20
Iowa,Eldridge,4,19
Iowa,Johnston,4,12
Iowa,Iowa City,4,16
Iowa,Waterloo,4,14
Iowa,Cedar Falls,4,16
Iowa,Spirit Lake,3,9
Iowa,Clinton,3,20
Iowa,Hiawatha,3,8
Iowa,Marshalltown,3,11
Iowa,Clear Lake,3,13
Iowa,Norwalk,3,8
Iowa,Coralville,3,19
Iowa,Mason City,3,14
Iowa,Pella,3,18
Iowa,Altoona,3,6
Iowa,Mount Pleasant,3,10
Iowa,Panora,3,6
Iowa,Muscatine,3,10
Iowa,Marion,3,14
Iowa,Dubuque,3,17
Iowa,Vinton,2,8
Iowa,Waukee,2,10
Iowa,Le Mars,2,7
Iowa,Keokuk,2,11
Iowa,Clarinda,2,5
Iowa,Hampton,2,6
Iowa,North Liberty,2,11
Iowa,Boone,2,8
Iowa,Dyersville,2,5
Iowa,Solon,2,4
Iowa,Le Claire,2,5
Iowa,Huxley,2,6
Iowa,Glenwood,2,8
